Time (s),Channel 2 (V),Channel 1 (V)
0.00034336,3.066986174,3.309361672
0.00034368,3.07078266,3.308649831
0.000344,3.075211893,3.30793799
0.00034432,3.078771099,3.308017084
0.00034464,3.082093024,3.306593401
0.00034496,3.084149454,3.306039747
0.00034528,3.086838631,3.305407
0.0003456,3.089765089,3.304774252
0.00034592,3.092454266,3.304457878
0.00034624,3.095776192,3.304616065
0.00034656,3.098702649,3.303904224
0.00034688,3.100126332,3.304299691
0.0003472,3.102182761,3.303113289
0.00034752,3.103606444,3.302480542
0.00034784,3.10582106,3.301926888
0.00034816,3.107086556,3.30105686
0.00034848,3.108747518,3.300898673
0.0003488,3.109063892,3.300265925
0.00034912,3.110724855,3.300345018
0.00034944,3.111594883,3.301373233
0.00034976,3.112385817,3.30105686
0.00035008,3.112623097,3.299712271
0.0003504,3.113018565,3.299316804
0.00035072,3.113651312,3.298604962
0.00035104,3.113809499,3.297972215
0.00035136,3.113493125,3.297972215
0.00035168,3.113176752,3.297497654
0.000352,3.112781284,3.297497654
0.00035232,3.112544004,3.297260374
0.00035264,3.112464911,3.297972215
0.00035296,3.110724855,3.297102187
0.00035328,3.109142985,3.297260374
0.0003536,3.108826612,3.296944
0.00035392,3.108114771,3.296311252
0.00035424,3.105979247,3.296390346
0.00035456,3.103369163,3.296469439
0.00035488,3.100759079,3.295599411
0.0003552,3.099256304,3.295045757
0.00035552,3.097595341,3.29488757
0.00035584,3.095143444,3.29512485
0.00035616,3.093007921,3.295045757
0.00035648,3.090951491,3.295283037
0.0003568,3.088657781,3.294254822
0.00035712,3.086047697,3.294492103
0.00035744,3.083516706,3.293622075
0.00035776,3.081460276,3.293068421
0.00035808,3.078059258,3.293305701
0.0003584,3.07560736,3.293226607
0.00035872,3.073709118,3.293305701
0.00035904,3.071336314,3.293068421
0.00035936,3.068409856,3.292356579
0.00035968,3.065404305,3.29259386
0.00036,3.062398753,3.29259386
0.00036032,3.060342324,3.292277486
0.00036064,3.0582068,3.291723832
0.00036096,3.055438529,3.292040206
0.00036128,3.0533821,3.292435673
0.0003616,3.051483857,3.29283114
0.00036192,3.049190146,3.292910234
0.00036224,3.047370997,3.292672953
0.00036256,3.046105502,3.292198393
0.00036288,3.044444539,3.29259386
0.0003632,3.042309016,3.291882019
0.00036352,3.041280801,3.291882019
0.00036384,3.039778025,3.291802925
0.00036416,3.039066184,3.291644738
0.00036448,3.037879782,3.291565645
0.0003648,3.03621882,3.291644738
0.00036512,3.03416239,3.291486551
0.00036544,3.032975988,3.291565645
0.00036576,3.032422334,3.291328365
0.00036608,3.032659614,3.291882019
0.0003664,3.032659614,3.292672953
0.00036672,3.032422334,3.292277486
0.00036704,3.031947773,3.292356579
0.00036736,3.031473213,3.292119299
0.00036768,3.03210596,3.292356579
0.000368,3.03186868,3.292514766
0.00036832,3.032264147,3.292277486
0.00036864,3.032343241,3.291407458
0.00036896,3.032659614,3.291802925
0.00036928,3.032975988,3.291644738
0.0003696,3.033766923,3.291723832
0.00036992,3.033608736,3.292435673
0.00037024,3.033213269,3.291802925
0.00037056,3.033134175,3.292514766
0.00037088,3.033450549,0.697458504
0.0003712,3.033846016,-0.035737825
0.00037152,3.034874231,-0.039534311
0.00037184,3.034953325,-0.049104619
0.00037216,3.035902446,-0.062234133
0.00037248,3.035823353,-0.072832656
0.0003728,3.036614287,-0.078843758
0.00037312,3.036535194,-0.083035711
0.00037344,3.037247035,-0.085092141
0.00037376,3.037247035,-0.084775767
0.00037408,3.038196156,-0.08232387
0.0003744,3.03827525,-0.079713786
0.00037472,3.038591623,-0.076708235
0.00037504,3.03827525,-0.073069936
0.00037536,3.03874981,-0.070459852
0.00037568,3.03851253,-0.067612488
0.000376,3.03851253,-0.065239684
0.00037632,3.039778025,-0.064369656
0.00037664,3.039698932,-0.06286688
0.00037696,3.039066184,-0.062550506
0.00037728,3.039303465,-0.062075946
0.0003776,3.039145278,-0.061680478
0.00037792,3.038828904,-0.061205918
0.00037824,3.03851253,-0.060889544
0.00037856,0.47944379,-0.060414983
0.00037888,-0.000890763,1.928627226
0.0003792,-0.003896315,3.293147514
0.00037952,-0.007534614,3.299949551
0.00037984,-0.010540165,3.30588156
0.00038016,-0.014494838,3.316559177
0.00038048,-0.017737669,3.324547616
0.0003808,-0.021217781,3.330400531
0.00038112,-0.023353305,3.333406083
0.00038144,-0.026279762,3.334276111
0.00038176,-0.028889847,3.333485176
0.00038208,-0.031183557,3.331428746
0.0003824,-0.032686332,3.328739569
0.00038272,-0.034505482,3.326129485
0.00038304,-0.035454603,3.322570279
0.00038336,-0.036403725,3.319248354
0.00038368,-0.036641005,3.316796457
0.000384,-0.037194659,3.314740027
0.00038432,-0.037985594,3.313237252
0.00038464,-0.038064687,3.311892663
0.00038496,-0.03766922,3.310864448
0.00038528,-0.03766922,3.310706261
0.0003856,-0.037985594,3.309678046
0.00038592,-0.037985594,3.309519859
0.00038624,-0.037273753,3.308649831
0.00038656,-0.037352846,3.308175271
0.00038688,-0.036957379,3.307542523
0.0003872,-0.036878285,3.308017084
0.00038752,-0.036324631,3.308175271
0.00038784,-0.035217323,3.306909775
0.00038816,-0.034584575,3.306672495
0.00038848,1.801965453,3.306909775
0.0003888,3.052986632,3.307147056
0.00038912,3.056466744,3.305802467
0.00038944,3.060342324,3.305565186
0.00038976,3.064296996,3.305248813
0.00039008,3.067856202,3.304457878
0.0003904,3.070545379,3.304141504
0.00039072,3.074025491,3.303113289
0.00039104,3.076714669,3.302638729
0.00039136,3.079878407,3.302955102
0.00039168,3.082567585,3.302005981
0.000392,3.085177669,3.301452327
0.00039232,3.087155005,3.300977766
0.00039264,3.089448715,3.300424112
0.00039296,3.091426052,3.300503205
0.00039328,3.092849734,3.300424112
0.0003936,3.094747977,3.300028645
0.00039392,3.095934378,3.299633177
0.00039424,3.097516248,3.299633177
0.00039456,3.098860836,3.29947499
0.00039488,3.099572677,3.298921336
0.0003952,3.100521799,3.298446776
0.00039552,3.101075453,3.297576748
0.00039584,3.101945481,3.297655841
0.00039616,3.101708201,3.297102187
0.00039648,3.101550014,3.296627626
0.0003968,3.102261855,3.296232159
0.00039712,3.101866388,3.296469439
0.00039744,3.100838173,3.296311252
0.00039776,3.100917266,3.296311252
0.00039808,3.099889051,3.295441224
0.0003984,3.099256304,3.295441224
0.00039872,3.097911715,3.295678505
0.00039904,3.096804406,3.29512485
0.00039936,3.095776192,3.294966664
0.00039968,3.094510696,3.295441224
0.0004,3.093166108,3.294175729
0.00040032,3.091267865,3.295362131
0.00040064,3.089844182,3.295678505
0.00040096,3.087471379,3.294729383
0.00040128,3.084703108,3.293859355
0.0004016,3.082330304,3.293147514
0.00040192,3.080273874,3.293147514
0.00040224,3.078138351,3.293068421
0.00040256,3.07537008,3.292989327
0.00040288,3.07331365,3.292356579
0.0004032,3.070387192,3.292910234
0.00040352,3.068093482,3.293226607
0.00040384,3.065957959,3.29283114
0.00040416,3.063426968,3.292277486
0.00040448,3.060342324,3.292356579
0.0004048,3.0582068,3.292277486
0.00040512,3.055833997,3.292356579
0.00040544,3.052591165,3.292277486
0.00040576,3.05132567,3.292198393
0.00040608,3.048636492,3.292514766
0.0004064,3.046817343,3.291802925
0.00040672,3.044365446,3.291882019
0.00040704,3.041755362,3.292514766
0.00040736,3.040252586,3.291565645
0.00040768,3.037405222,3.291486551
0.000408,3.035823353,3.29077471
0.00040832,3.03416239,3.290932897
0.00040864,3.032501427,3.291802925
0.00040896,3.030761371,3.292198393
0.00040928,3.029337689,3.291091084
0.0004096,3.027439446,3.291249271
0.00040992,3.026806699,3.29077471
0.00041024,3.025303923,3.291882019
0.00041056,3.023880241,3.292910234
0.00041088,3.023247493,3.291961112
0.0004112,3.022614746,3.291723832
0.00041152,3.022061091,3.291802925
0.00041184,3.021270157,3.292435673
0.00041216,3.021270157,3.292989327
0.00041248,3.02111197,3.292989327
0.0004128,3.020795596,3.293226607
0.00041312,3.020321035,3.292672953
0.00041344,3.020241942,3.292752047
0.00041376,3.020795596,3.292989327
0.00041408,3.020953783,2.632242603
0.0004144,3.021507437,-0.02371562
0.00041472,3.021981998,-0.036449666
0.00041504,3.022219278,-0.040167059
0.00041536,3.022931119,-0.05163561
0.00041568,3.023247493,-0.063657815
0.000416,3.023801147,-0.070776226
0.00041632,3.024433895,-0.075363646
0.00041664,3.02522483,-0.078369197
0.00041696,3.024275708,-0.079239225
0.00041728,3.024196615,-0.077499169
0.0004176,3.02569939,-0.076312768
0.00041792,3.024987549,-0.074098151
0.00041824,3.025541203,-0.070697132
0.00041856,3.026253044,-0.067849768
0.00041888,3.026173951,-0.065318777
0.0004192,3.026806699,-0.062471413
0.00041952,3.028546755,-0.061205918
0.00041984,3.028704942,-0.059544955
0.00042016,3.028942222,-0.058437647
0.00042048,3.02981225,-0.057013965
0.0004208,3.029654063,-0.056776684
0.00042112,3.029337689,-0.057093058
0.00042144,3.029100409,-0.057013965
0.00042176,3.029654063,-0.056855778
0.00042208,3.029337689,-0.057013965
0.0004224,3.029179502,-0.05622303
0.00042272,3.030286811,-0.057013965
0.00042304,3.030286811,-0.05646031
0.00042336,2.355224171,-0.056143937
0.00042368,0.000612012,2.475479375
0.000424,-0.0028681,3.298525869
0.00042432,-0.00539909,3.302164168
0.00042464,-0.008404642,3.308728925
0.00042496,-0.010935632,3.319960195
0.00042528,-0.014336651,3.328185915
0.0004256,-0.016946735,3.332456961
0.00042592,-0.019715006,3.334434298
0.00042624,-0.021613249,3.335304326
0.00042656,-0.024302426,3.334117924
0.00042688,-0.026042482,3.331586933
0.0004272,-0.028098912,3.328423195
0.00042752,-0.029443501,3.325496737
0.00042784,-0.030155342,3.322965747
0.00042816,-0.031341744,3.320355663
0.00042848,-0.031895398,3.317271018
0.0004288,-0.032369959,3.314660934
0.00042912,-0.033714547,3.312446317
0.00042944,-0.034189108,3.311734476
0.00042976,-0.034505482,3.310389887
0.00043008,-0.033872734,3.310310794
0.0004304,-0.033872734,3.310073513
0.00043072,-0.033635454,3.310468981
0.00043104,-0.034584575,3.30975714
0.00043136,-0.034347295,3.309836233
0.00043168,-0.03331908,3.309124392
0.000432,-0.03355636,3.308887112
0.00043232,-0.032449052,3.308808018
0.00043264,-0.031974491,3.308412551
0.00043296,-0.03102537,3.308254364
0.00043328,-0.030629903,3.307621616
0.0004336,-0.029285314,3.306909775
0.00043392,-0.028810753,3.306988869
0.00043424,-0.028098912,3.305407
0.00043456,2.576290378,3.304457878
0.00043488,3.036851567,3.304378785
0.0004352,3.040015306,3.303746037
0.00043552,3.043811792,3.303034196
0.00043584,3.046500969,3.302322355
0.00043616,3.049111053,3.302876009
0.00043648,3.051879324,3.302164168
0.0004368,3.055438529,3.302005981
0.00043712,3.057653146,3.301215046
0.00043744,3.060579604,3.300898673
0.00043776,3.063347875,3.300345018
0.00043808,3.065641585,3.299949551
0.0004384,3.067698015,3.300028645
0.00043872,3.069279884,3.299316804
0.00043904,3.070308099,3.298763149
0.00043936,3.071336314,3.298209495
0.00043968,3.073550931,3.297655841
0.00044,3.073788211,3.298288589
0.00044032,3.074895519,3.297339467
0.00044064,3.074816426,3.297102187
0.00044096,3.076002828,3.296627626
0.00044128,3.076635575,3.29670672
0.0004416,3.076635575,3.296548533
0.00044192,3.076714669,3.296073972
0.00044224,3.075923734,3.295599411
0.00044256,3.075923734,3.295915785
0.00044288,3.076002828,3.29512485
0.0004432,3.075290987,3.294492103
0.00044352,3.074183678,3.295045757
0.00044384,3.073946398,3.294729383
0.00044416,3.072918183,3.294017542
0.00044448,3.071573594,3.294413009
0.0004448,3.070861753,3.294808477
0.00044512,3.069912632,3.294333916
0.00044544,3.068409856,3.294017542
0.00044576,3.065878866,3.293780262
0.00044608,3.064771557,3.293305701
0.0004464,3.062715127,3.293226607
0.00044672,3.061054165,3.293147514
0.00044704,3.0582068,3.29259386
0.00044736,3.056229464,3.292514766
0.00044768,3.054410315,3.29283114
0.000448,3.052353885,3.292752047
0.00044832,3.050218361,3.292514766
0.00044864,3.047766464,3.292435673
0.00044896,3.045235474,3.292356579
0.00044928,3.042388109,3.291407458
0.0004496,3.039778025,3.291644738
0.00044992,3.037484315,3.291407458
0.00045024,3.035902446,3.291882019
0.00045056,3.032580521,3.291170178
0.00045088,3.030682278,3.29077471
0.0004512,3.02775582,3.291644738
0.00045152,3.026173951,3.291091084
0.00045184,3.023563867,3.291091084
0.00045216,3.021823811,3.290853804
0.00045248,3.019688288,3.291407458
0.0004528,3.018027325,3.292752047
0.00045312,3.015891802,3.292672953
0.00045344,3.014151746,3.291961112
0.00045376,3.011858036,3.291882019
0.00045408,3.010038886,3.291723832
0.0004544,3.008931578,3.291565645
0.00045472,3.007745176,3.290695617
0.00045504,3.006479681,3.290932897
0.00045536,3.004423251,3.291328365
0.00045568,3.002841382,3.291565645
0.000456,3.002208634,3.290853804
0.00045632,3.001813167,3.291091084
0.00045664,3.000626765,3.291249271
0.00045696,3.000864045,3.291407458
0.00045728,3.000705858,3.291170178
0.0004576,3.000468578,0.718180989
0.00045792,3.000073111,-0.031783152
0.00045824,3.000389485,-0.034551423
0.00045856,3.001259513,-0.042618956
0.00045888,3.001338606,-0.054878441
0.0004592,3.001259513,-0.064132376
0.00045952,3.001259513,-0.068561609
0.00045984,3.002525008,-0.071804441
0.00046016,3.002604101,-0.07338631
0.00046048,3.002445914,-0.072199908
0.0004608,3.002604101,-0.071013506
0.00046112,3.002604101,-0.068798889
0.00046144,3.002999569,-0.066188805
0.00046176,3.003395036,-0.063104161
0.00046208,3.003395036,-0.060652264
0.0004624,3.003474129,-0.058833114
0.00046272,3.00394869,-0.057409432
0.00046304,3.004502344,-0.055432095
0.00046336,3.004976905,-0.054403881
0.00046368,3.00600512,-0.05392932
0.000464,3.006479681,-0.052901105
0.00046432,3.006558774,-0.053059292
0.00046464,3.007033335,-0.052980198
0.00046496,3.007112428,-0.052663825
0.00046528,3.007745176,-0.052584731
0.0004656,3.007507896,-0.051951983
0.00046592,3.007745176,-0.051714703
0.00046624,3.007824269,-0.051556516
0.00046656,3.008219737,-0.052031077
0.00046688,3.008219737,-0.051002862
0.0004672,3.007270615,-0.051240142
0.00046752,0.818201058,-0.051319236
0.00046784,-0.003421754,-0.051161049
0.00046816,-0.005082717,-0.051319236
0.00046848,-0.00721824,3.027947159
0.0004688,-0.009432857,3.302401448
0.00046912,-0.012042941,3.305327906
0.00046944,-0.014573931,3.311813569
0.00046976,-0.016630361,3.321225691
0.00047008,-0.018924071,3.328106821
0.0004704,-0.021059594,3.33150784
0.00047072,-0.022641464,3.333326989
0.00047104,-0.023748772,3.33356427
0.00047136,-0.025409734,3.332456961
0.00047168,-0.026358856,3.330242344
0.000472,-0.02714979,3.327790447
0.00047232,-0.028019819,3.324784896
0.00047264,-0.028889847,3.321700251
0.00047296,-0.02920622,3.319169261
0.00047328,-0.02896894,3.317271018
0.0004736,-0.02873166,3.315135495
0.00047392,-0.029048033,3.313158158
0.00047424,-0.028810753,3.311576289
0.00047456,-0.02873166,3.311101728
0.00047488,-0.02873166,3.310389887
0.0004752,-0.028494379,3.309678046
0.00047552,-0.028336192,3.309282579
0.00047584,-0.027545258,3.309203485
0.00047616,-0.02691251,3.309045299
0.00047648,-0.026279762,3.308808018
0.0004768,-0.026121576,3.308175271
0.00047712,-0.025251548,3.30793799
0.00047744,-0.024223333,3.307305243
0.00047776,-0.023986052,3.307147056
0.00047808,-0.023036931,3.306672495
0.0004784,-0.022404183,3.306356121
0.00047872,-0.021296875,3.305407
0.00047904,-0.020585034,3.304853345
0.00047936,-0.02026866,3.304774252
0.00047968,-0.019398632,3.304932439
0.00048,-0.01844951,3.304536972
0.00048032,0.312398412,3.303508757
0.00048064,3.001022232,3.303271476
0.00048096,3.012569877,3.302717822
0.00048128,3.014784493,3.302480542
0.0004816,3.017078204,3.301689607
0.00048192,3.020004662,3.301215046
0.00048224,3.022219278,3.30129414
0.00048256,3.024512988,3.301135953
0.00048288,3.027439446,3.300345018
0.0004832,3.029495876,3.299316804
0.00048352,3.031789586,3.29900043
0.00048384,3.032896895,3.298842243
0.00048416,3.03392511,3.298209495
0.00048448,3.035032418,3.298684056
0.0004848,3.036139726,3.298130402
0.00048512,3.0364561,3.298051308
0.00048544,3.037958876,3.297814028
0.00048576,3.039224371,3.297893121
0.00048608,3.039698932,3.297260374
0.0004864,3.039857119,3.296627626
0.00048672,3.040015306,3.296153065
0.00048704,3.039382558,3.296232159
0.00048736,3.039619838,3.296073972
0.00048768,3.038433437,3.295045757
0.000488,3.03827525,3.29512485
0.00048832,3.038433437,3.294571196
0.00048864,3.037721595,3.294413009
0.00048896,3.036772474,3.294413009
0.00048928,3.036297913,3.294254822
0.0004896,3.035269698,3.294413009
0.00048992,3.033450549,3.293780262
0.00049024,3.031552306,3.293384794
0.00049056,3.031552306,3.293305701
0.00049088,3.029970437,3.293147514
0.0004912,3.028151287,3.292989327
0.00049152,3.025778484,3.292910234
0.00049184,3.023959334,3.292672953
0.00049216,3.023247493,3.292910234
0.00049248,3.020953783,3.292672953
0.0004928,3.01881826,3.292672953
0.00049312,3.017078204,3.291882019
0.00049344,3.015100867,3.291565645
0.00049376,3.012332596,3.292119299
0.00049408,3.009643419,3.292672953
0.0004944,3.007270615,3.292277486
0.00049472,3.005055999,3.291565645
0.00049504,3.003869597,3.291802925
0.00049536,3.001496793,3.291644738
0.00049568,2.998491242,3.291249271
0.000496,2.996513905,3.291328365
0.00049632,2.994141102,3.291328365
0.00049664,2.991451924,3.291565645
0.00049696,2.989949149,3.291170178
0.00049728,2.988446373,3.291249271
0.0004976,2.987101784,3.290616523
0.00049792,2.984887167,3.291565645
0.00049824,2.983068018,3.292277486
0.00049856,2.981169775,3.292277486
0.00049888,2.978955158,3.292672953
0.0004992,2.978006037,3.292752047
0.00049952,2.976265981,3.291723832
0.00049984,2.975079579,3.291644738
0.00050016,2.973339523,3.291486551
0.00050048,2.97326043,3.291486551
0.0005008,2.97349771,2.131027378
0.00050112,2.972785869,-0.024981115
0.00050144,2.971757654,-0.03035947
0.00050176,2.971994934,-0.035737825
0.00050208,2.971994934,-0.046415442
0.0005024,2.971283093,-0.05622303
0.00050272,2.971599467,-0.062550506
0.00050304,2.971599467,-0.065793338
0.00050336,2.971599467,-0.067533394
0.00050368,2.971757654,-0.067454301
0.000504,2.971915841,-0.066663366
0.00050432,2.972153121,-0.065318777
0.00050464,2.972390402,-0.062708693
0.00050496,2.972785869,-0.059940422
0.00050528,2.973339523,-0.057567619
0.0005056,2.973893177,-0.055432095
0.00050592,2.974446831,-0.052189264
0.00050624,2.975000486,-0.050686488
0.00050656,2.975000486,-0.049500086
0.00050688,2.975079579,-0.048471871
0.0005072,2.975316859,-0.048788245
0.00050752,2.975158672,-0.048946432
0.00050784,2.97555414,-0.048788245
0.00050816,2.976186887,-0.048076404
0.00050848,2.976186887,-0.047601843
0.0005088,2.976503261,-0.04752275
0.00050912,2.976582355,-0.047839124
0.00050944,2.976582355,-0.04776003
0.00050976,2.976898728,-0.047127283
0.00051008,2.977452383,-0.046336348
0.0005104,2.977531476,-0.046494535
0.00051072,2.977056915,-0.046019974
0.00051104,2.97761057,-0.046178161
0.00051136,2.978322411,-0.046019974
0.00051168,2.978717878,-0.045624507
0.000512,2.978638785,-0.045070853
0.00051232,2.645576245,-0.044912666
0.00051264,0.007967704,-0.044438105
0.00051296,-0.004054502,0.234129044
0.00051328,-0.005794558,3.27108044
0.0005136,-0.008167361,3.30588156
0.00051392,-0.009432857,3.307305243
0.00051424,-0.011647473,3.313316345
0.00051456,-0.01362481,3.321700251
0.00051488,-0.01568124,3.327553167
0.0005152,-0.017500389,3.32968869
0.00051552,-0.019003165,3.331112372
0.00051584,-0.020743221,3.330716905
0.00051616,-0.020980501,3.329530503
0.00051648,-0.021692342,3.328185915
0.0005168,-0.022483277,3.325654924
0.00051712,-0.02279965,3.322965747
0.00051744,-0.023669678,3.320672036
0.00051776,-0.023590585,3.318615607
0.00051808,-0.023590585,3.316242803
0.0005184,-0.023669678,3.313711812
0.00051872,-0.023748772,3.312209037
0.00051904,-0.023669678,3.311734476
0.00051936,-0.023669678,3.310548074
0.00051968,-0.023669678,3.310073513
0.00052,-0.023036931,3.309282579
0.00052032,-0.02279965,3.308333457
0.00052064,-0.02256237,3.308649831
0.00052096,-0.023036931,3.308649831
0.00052128,-0.02232509,3.308254364
0.0005216,-0.022008716,3.307779803
0.00052192,-0.021059594,3.306988869
0.00052224,-0.020664127,3.306751588
0.00052256,-0.019715006,3.306593401
0.00052288,-0.019477725,3.305960654
0.0005232,-0.018528604,3.305407
0.00052352,-0.017500389,3.305090626
0.00052384,-0.016788548,3.304853345
0.00052416,-0.016076707,3.303983317
0.00052448,-0.015048492,3.303192383
0.0005248,-0.014257557,3.302638729
0.00052512,-0.013941183,3.302164168
0.00052544,-0.012438408,3.301689607
0.00052576,-0.012042941,3.301135953
0.00052608,-0.011252006,3.300740486
0.0005264,1.069639152,3.300740486
0.00052672,2.983463485,3.299870458
0.00052704,2.983542579,3.300028645
0.00052736,2.984966261,3.300740486
0.00052768,2.986627223,3.29947499
0.000528,2.988525466,3.299079523
0.00052832,2.990581896,3.298525869
0.00052864,2.992638326,3.298130402
0.00052896,2.994773849,3.298051308
0.00052928,2.996434812,3.298130402
0.0005296,2.997383933,3.297814028
0.00052992,2.997621214,3.298051308
0.00053024,2.997937588,3.297260374
0.00053056,2.998491242,3.296548533
0.00053088,2.998570335,3.295836692
0.0005312,2.998886709,3.29488757
0.00053152,2.999519457,3.295520318
0.00053184,3.000231298,3.295599411
0.00053216,3.000626765,3.295520318
0.00053248,3.000864045,3.295045757
0.0005328,3.000547672,3.294808477
0.00053312,3.000389485,3.294254822
0.00053344,3.000152204,3.294571196
0.00053376,2.999282176,3.294333916
0.00053408,2.998491242,3.294413009
0.0005344,2.997383933,3.294808477
0.00053472,2.996909373,3.294254822
0.00053504,2.996039345,3.294175729
0.00053536,2.994773849,3.293859355
0.00053568,2.993824728,3.29259386
0.000536,2.9929547,3.29283114
0.00053632,2.991847392,3.291723832
0.00053664,2.990740083,3.291723832
0.00053696,2.988762747,3.292198393
0.00053728,2.987497251,3.292119299
0.0005376,2.986073569,3.292514766
0.00053792,2.984017139,3.292752047
0.00053824,2.98243527,3.291961112
0.00053856,2.980299747,3.291961112
0.00053888,2.97761057,3.292198393
0.0005392,2.975316859,3.292514766
0.00053952,2.97373499,3.292040206
0.00053984,2.972390402,3.291961112
0.00054016,2.96938485,3.291802925
0.00054048,2.967486607,3.292356579
0.0005408,2.96503471,3.291723832
0.00054112,2.963136467,3.291407458
0.00054144,2.961159131,3.29259386
0.00054176,2.959023608,3.292277486
0.00054208,2.957599925,3.292119299
0.0005424,2.956808991,3.291723832
0.00054272,2.955306215,3.291961112
0.00054304,2.953407972,3.290853804
0.00054336,2.952142477,3.290932897
0.00054368,2.950165141,3.292040206
0.000544,2.948425085,3.291882019
0.00054432,2.947159589,3.291961112
0.00054464,2.946052281,0.726564895
0.00054496,2.945498627,-0.027749386
0.00054528,2.944628599,-0.03035947
0.0005456,2.944154038,-0.038189722
0.00054592,2.943442197,-0.048076404
0.00054624,2.94328401,-0.054641161
0.00054656,2.942809449,-0.05827946
0.00054688,2.942572169,-0.06081045
0.0005472,2.941623048,-0.061759572
0.00054752,2.942097608,-0.061759572
0.00054784,2.942255795,-0.060098609
0.00054816,2.942572169,-0.057963086
0.00054848,2.942730356,-0.055669376
0.0005488,2.943758571,-0.052742918
0.00054912,2.943125823,-0.051002862
0.00054944,2.94304673,-0.048867339
0.00054976,2.943204917,-0.046810909
0.00055008,2.943442197,-0.045940881
0.0005504,2.944233132,-0.044200825
0.00055072,2.944944973,-0.043805358
0.00055104,2.944233132,-0.043647171
0.00055136,2.944549505,-0.043568077
0.00055168,2.944786786,-0.04293533
0.000552,2.944391318,-0.042618956
0.00055232,2.944944973,-0.04293533
0.00055264,2.945182253,-0.04317261
0.00055296,2.945419533,-0.043093516
0.00055328,2.945182253,-0.042856236
0.0005536,2.945261346,-0.043014423
0.00055392,2.945261346,-0.041986208
0.00055424,2.945894094,-0.041432554
0.00055456,2.945735907,-0.040720713
0.00055488,2.946052281,-0.040562526
0.0005552,2.947001402,-0.040562526
0.00055552,2.947713244,-0.040008872
0.00055584,2.947555057,-0.03905975
0.00055616,2.947475963,-0.038664283
0.00055648,2.947080496,-0.03905975
0.0005568,2.945656814,-0.038110629
0.00055712,2.945656814,-0.037873348
0.00055744,1.50615593,-0.038664283
0.00055776,-0.005003623,0.741671745
0.00055808,-0.00539909,3.297576748
0.0005584,-0.006822773,3.306988869
0.00055872,-0.008167361,3.309045299
0.00055904,-0.010302885,3.315056401
0.00055936,-0.011726567,3.321542064
0.00055968,-0.013229342,3.325813111
0.00056,-0.014336651,3.327869541
0.00056032,-0.015760333,3.328344102
0.00056064,-0.016788548,3.328897756
0.00056096,-0.017579482,3.328106821
0.00056128,-0.018370417,3.326445859
0.0005616,-0.018291324,3.323835775
0.00056192,-0.018686791,3.320118382
0.00056224,-0.019319538,3.317745579
0.00056256,-0.019952286,3.315926429
0.00056288,-0.02003138,3.314502747
0.0005632,-0.019477725,3.313395439
0.00056352,-0.020110473,3.311892663
0.00056384,-0.019477725,3.311022635
0.00056416,-0.019319538,3.310152607
0.00056448,-0.019477725,3.309361672
0.0005648,-0.019319538,3.309045299
0.00056512,-0.018686791,3.309361672
0.00056544,-0.018686791,3.309678046
0.00056576,-0.018054043,3.308570738
0.00056608,-0.017500389,3.308649831
0.0005664,-0.017263109,3.30770071
0.00056672,-0.016630361,3.306672495
0.00056704,-0.016076707,3.306435214
0.00056736,-0.015523053,3.30588156
0.00056768,-0.014732118,3.306197934
0.000568,-0.014415744,3.306751588
0.00056832,-0.01386209,3.306039747
0.00056864,-0.013229342,3.305248813
0.00056896,-0.012201127,3.304378785
0.00056928,-0.011331099,3.303429663
0.0005696,-0.010381978,3.303192383
0.00056992,-0.010619258,3.302085074
0.00057024,-0.009828324,3.301847794
0.00057056,-0.00927467,3.301689607
0.00057088,-0.008404642,3.300661392
0.0005712,-0.007613707,3.300424112
0.00057152,-0.006822773,3.300740486
0.00057184,-0.006190025,3.299712271
0.00057216,-0.00492453,3.299870458
0.00057248,1.818337798,3.299633177
0.0005728,2.952775225,3.299554084
0.00057312,2.953566159,3.299158617
0.00057344,2.955464402,3.298604962
0.00057376,2.95633443,3.298367682
0.00057408,2.956967178,3.298288589
0.0005744,2.957837206,3.298209495
0.00057472,2.959181795,3.297576748
0.00057504,2.959814542,3.296469439
0.00057536,2.96068457,3.296390346
0.00057568,2.960605477,3.29670672
0.000576,2.960842757,3.296864906
0.00057632,2.961633692,3.295836692
0.00057664,2.961633692,3.295994878
0.00057696,2.961080037,3.295441224
0.00057728,2.961791879,3.294808477
0.0005776,2.961712785,3.29488757
0.00057792,2.961712785,3.294729383
0.00057824,2.961317318,3.294413009
0.00057856,2.960526383,3.295045757
0.00057888,2.960526383,3.294413009
0.0005792,2.960210009,3.294413009
0.00057952,2.959023608,3.294175729
0.00057984,2.958469953,3.294175729
0.00058016,2.957995393,3.294333916
0.00058048,2.957520832,3.293780262
0.0005808,2.956413524,3.293305701
0.00058112,2.954673468,3.293068421
0.00058144,2.953091598,3.293305701
0.00058176,2.95222157,3.292752047
0.00058208,2.951193356,3.292989327
0.0005824,2.950560608,3.292989327
0.00058272,2.948425085,3.293622075
0.00058304,2.946922309,3.293542981
0.00058336,2.944944973,3.293305701
0.00058368,2.94352129,3.29259386
0.000584,2.942493076,3.292277486
0.00058432,2.94122758,3.292198393
0.00058464,2.939566618,3.292119299
0.00058496,2.937905655,3.292356579
0.00058528,2.936719253,3.292989327
0.0005856,2.934504637,3.292040206
